5.065506e-01  6.065886e-02  4.242631e-01  	7.523601e+00  5.771341e+00  8.452340e+00  3.526873e+00  5.676095e+00  2.277955e+01  6.893097e+00  5.186891e-01  1.000850e+01  1.910209e+01  3.331058e+01  1  0  0  0  0  
4.939832e-01  1.308426e-01  4.108412e-01  	6.665219e+00  5.537262e+00  9.567665e+00  3.779371e+00  1.100281e+01  2.166837e+01  4.802312e+00  1.300283e+00  4.968899e+00  1.147559e+01  2.346747e+01  1  0  0  0  0  
4.994110e-01  9.368688e-02  4.151684e-01  	5.706504e+00  4.911778e+00  9.000547e+00  5.135377e+00  1.137130e+01  2.142080e+01  4.369332e+00  1.232801e+00  5.948227e+00  8.307315e+00  2.378920e+01  1  0  0  0  0  
5.010711e-01  9.332272e-02  4.181044e-01  	6.795680e+00  5.205962e+00  7.596348e+00  4.953899e+00  6.636178e+00  2.395622e+01  6.340545e+00  6.306045e-01  1.004330e+01  1.517456e+01  3.067843e+01  1  0  0  0  0  
5.082933e-01  3.754068e-02  4.259029e-01  	6.922197e+00  5.885638e+00  1.036986e+01  2.446393e+00  8.989574e+00  2.639939e+01  2.566968e+00  3.426095e-01  6.715643e+00  1.386641e+01  3.179141e+01  1  0  0  0  0  
4.958282e-01  1.205877e-01  4.148808e-01  	6.550657e+00  5.428263e+00  9.045031e+00  3.797691e+00  9.572236e+00  2.329134e+01  4.540585e+00  1.461253e+00  4.997249e+00  1.316960e+01  2.617787e+01  1  0  0  0  0  
5.036505e-01  7.302820e-02  4.223218e-01  	6.775693e+00  5.172899e+00  9.630718e+00  3.594407e+00  9.580023e+00  2.392659e+01  3.994253e+00  9.488484e-01  6.210329e+00  1.227765e+01  2.943588e+01  1  0  0  0  0  
4.844706e-01  1.721448e-01  3.883670e-01  	6.945136e+00  5.134468e+00  4.096922e+00  8.165859e+00  7.069456e+00  1.400052e+01  1.332143e+01  6.468704e+00  5.234560e+00  1.318597e+01  5.538860e+00  1  0  0  0  0  
5.015177e-01  9.144131e-02  4.156343e-01  	6.101978e+00  5.598017e+00  8.587242e+00  3.830149e+00  9.312319e+00  2.395754e+01  4.064857e+00  1.574566e+00  5.833682e+00  1.127146e+01  2.789609e+01  1  0  0  0  0  
5.053803e-01  6.777482e-02  4.218284e-01  	7.092914e+00  5.538587e+00  9.934476e+00  2.914302e+00  8.466555e+00  2.541532e+01  3.581053e+00  7.219975e-01  6.622393e+00  1.335845e+01  3.276419e+01  1  0  0  0  0  
4.949246e-01  1.163438e-01  4.081254e-01  	5.998375e+00  5.218145e+00  6.597945e+00  5.512014e+00  5.860991e+00  1.794734e+01  1.198493e+01  9.220500e-01  1.091855e+01  1.887210e+01  2.035214e+01  1  0  0  0  0  
5.012292e-01  8.234889e-02  4.175948e-01  	6.785077e+00  5.635081e+00  9.763516e+00  1.980104e+00  4.670066e+00  2.434041e+01  6.412322e+00  3.881198e-01  1.044606e+01  2.430797e+01  3.355204e+01  1  0  0  0  0  
4.708893e-01  1.441020e-01  4.218359e-01  	5.846507e+00  5.715605e+00  2.946453e+00  4.972272e+00  1.140264e+01  1.384298e+01  9.335725e+00  1.026790e+01  3.927599e+00  9.239145e+00  -7.985676e+00  1  0  0  0  0  
5.034533e-01  1.738370e-01  4.042712e-01  	5.937221e+00  5.702483e+00  4.442876e+00  3.809493e+00  9.007046e+00  1.601650e+01  9.546657e+00  6.236251e+00  5.428869e+00  1.215477e+01  6.177974e-01  1  0  0  0  0  
4.760348e-01  1.695078e-01  4.032756e-01  	6.893867e+00  4.341042e+00  3.602632e+00  7.815001e+00  9.674557e+00  1.434554e+01  9.225209e+00  6.942574e+00  2.152158e+00  5.649778e+00  4.193072e+00  1  0  0  0  0  
4.911203e-01  1.321424e-01  4.082433e-01  	6.082555e+00  5.886017e+00  7.225784e+00  4.664520e+00  4.246643e+00  2.258435e+01  8.737183e+00  1.020694e+00  1.216796e+01  1.922161e+01  2.810933e+01  1  0  0  0  0  
4.830086e-01  1.440178e-01  4.147540e-01  	7.343835e+00  5.041163e+00  5.708764e+00  6.252174e+00  6.970075e+00  1.674552e+01  8.593450e+00  3.394016e+00  1.614551e+00  1.009083e+01  1.824308e+01  1  0  0  0  0  
5.056908e-01  5.791340e-02  4.259771e-01  	7.925422e+00  5.735003e+00  8.141023e+00  3.404936e+00  4.122457e+00  2.554177e+01  6.327866e+00  3.671109e-01  1.060791e+01  2.123219e+01  3.491511e+01  1  0  0  0  0  
5.029763e-01  8.611758e-02  4.197846e-01  	7.386348e+00  5.918770e+00  9.649265e+00  3.011142e+00  8.525165e+00  2.498998e+01  3.615348e+00  8.895614e-01  6.811907e+00  1.358424e+01  3.206509e+01  1  0  0  0  0  
5.029769e-01  8.258735e-02  4.217802e-01  	7.773769e+00  5.459982e+00  9.067219e+00  2.907484e+00  4.624872e+00  2.349175e+01  7.041405e+00  5.174450e-01  9.736145e+00  2.182144e+01  3.535337e+01  1  0  0  0  0  
4.956209e-01  1.734859e-01  4.105409e-01  	9.042170e+00  2.584107e+00  1.732623e+00  1.067934e+01  1.919434e+01  7.581903e+00  9.843696e+00  4.153526e+00  -8.826443e-01  4.925341e+00  -2.395730e+01  0  1  0  0  0  
5.003634e-01  1.194071e-01  4.205378e-01  	9.101525e+00  2.105264e+00  1.387457e+00  9.369331e+00  2.024846e+01  7.135338e+00  8.524540e+00  6.723044e+00  -3.450769e+00  1.489656e+00  -2.602558e+01  0  1  0  0  0  
4.952787e-01  1.438416e-01  4.149146e-01  	8.318783e+00  3.253835e+00  1.734160e+00  8.335737e+00  1.819918e+01  9.206201e+00  8.179464e+00  6.992028e+00  -2.290902e+00  1.646215e+00  -2.244003e+01  0  1  0  0  0  
4.350015e-01  1.741938e-01  4.366795e-01  	8.326556e+00  3.060253e+00  1.979357e+00  8.987320e+00  2.118132e+01  7.051468e+00  8.066445e+00  6.631038e+00  -2.283578e+00  3.050705e-01  -2.770801e+01  0  1  0  0  0  
3.905006e-01  2.059176e-01  4.297779e-01  	8.537394e+00  3.185430e+00  1.575541e+00  1.052091e+01  1.633342e+01  8.507711e+00  7.982375e+00  7.503065e+00  -5.461074e+00  -2.176937e-02  -1.788846e+01  0  1  0  0  0  
4.939683e-01  1.611367e-01  4.174667e-01  	8.868249e+00  2.984306e+00  1.868746e+00  1.076521e+01  1.760216e+01  8.085103e+00  7.831447e+00  6.486370e+00  -5.514603e+00  8.910615e-01  -1.978877e+01  0  1  0  0  0  
4.319233e-01  3.111219e-01  3.419053e-01  	9.205777e+00  2.471898e+00  1.858727e+00  1.042342e+01  1.623740e+01  8.437488e+00  1.213992e+01  2.902833e+00  2.744448e+00  1.318116e+01  -1.570952e+01  0  0  1  0  0  
2.916118e-01  3.760012e-01  3.521355e-01  	7.838315e+00  3.719670e+00  3.389784e+00  1.044427e+01  1.604611e+01  9.243662e+00  9.049819e+00  5.715843e+00  -2.038068e+00  4.361989e+00  -1.137202e+01  0  0  1  0  0  
4.843938e-01  3.073734e-01  3.110275e-01  	9.065170e+00  2.814205e+00  1.826496e+00  7.943407e+00  1.714452e+01  1.102113e+01  1.008867e+01  3.853732e+00  5.477766e+00  1.314487e+01  -1.551499e+01  0  0  1  0  0  
4.341923e-01  3.244022e-01  3.359700e-01  	8.464979e+00  2.780438e+00  2.067505e+00  9.075819e+00  1.418911e+01  1.004248e+01  1.039789e+01  5.443706e+00  -1.620618e-01  9.808220e+00  -8.273855e+00  0  0  1  0  0  
4.096402e-01  3.101991e-01  3.508346e-01  	7.722120e+00  3.235730e+00  2.607930e+00  1.032436e+01  1.138235e+01  1.184219e+01  1.011220e+01  5.229444e+00  7.676159e-01  1.078780e+01  -5.359313e+00  0  0  1  0  0  
3.698731e-01  3.349087e-01  3.599940e-01  	7.158997e+00  4.122257e+00  3.040335e+00  7.491798e+00  1.308913e+01  1.293237e+01  9.549369e+00  3.621865e+00  6.171106e+00  1.410323e+01  -7.184544e+00  0  0  1  0  0  
4.104280e-01  4.675397e-01  1.091220e-01  	5.410351e+00  6.960399e+00  3.174773e+00  1.862497e+01  1.107501e+01  2.543739e+00  1.410998e+01  1.423791e+01  -1.660489e+01  -5.137237e+00  -2.646370e+01  0  0  0  1  0  
4.006291e-01  4.458641e-01  1.758855e-01  	5.326362e+00  5.929202e+00  6.283609e+00  1.688617e+01  9.609222e+00  3.652193e+00  1.462065e+01  1.156689e+01  -1.567727e+01  5.178979e-01  -1.672478e+01  0  0  0  1  0  
6.196148e-01  5.509554e-02  1.585294e-01  	1.138684e+01  8.186612e-01  1.471539e+01  5.945580e+00  5.677390e+00  2.189893e+00  1.955010e+01  1.039038e+01  -2.347207e+01  2.577568e+01  -3.005331e+00  0  0  0  1  0  
4.061920e-01  4.650404e-01  1.256555e-01  	5.327936e+00  6.858270e+00  4.821460e+00  1.756138e+01  1.028109e+01  2.400507e+00  1.625306e+01  1.133789e+01  -1.497617e+01  1.359996e+00  -2.402445e+01  0  0  0  1  0  
4.084306e-01  4.642871e-01  1.214834e-01  	6.152080e+00  6.658759e+00  3.901059e+00  1.693313e+01  1.128497e+01  3.841589e+00  1.582161e+01  1.115169e+01  -1.328900e+01  -3.360704e-01  -2.114165e+01  0  0  0  1  0  
4.077923e-01  4.540518e-01  1.505776e-01  	6.358530e+00  5.564086e+00  6.077624e+00  1.516915e+01  8.483306e+00  5.059697e+00  1.375820e+01  1.233022e+01  -1.560250e+01  3.271138e+00  -1.242390e+01  0  0  0  1  0  
4.068995e-01  4.542625e-01  1.164350e-01  	4.912740e+00  6.281209e+00  5.167951e+00  1.652879e+01  9.867243e+00  3.392961e+00  1.732145e+01  9.444591e+00  -1.115529e+01  9.719675e-01  -1.694915e+01  0  0  0  1  0  
